ds,business_day,hour_business,period,event_type,threshold,value,trigger,true_price,dayahead_price,load_actual,load_forecast,wind_actual,solar_actual,renewable_actual,renewable_forecast,bidding_space_actual,tie_line_actual,net_load_actual,renewable_penetration,spread
2025-11-01 08:00:00,2025-11-01,8,1_8,high_spike,440.91,444.53,rt>441,444.527,391.957,66957.9078,65257.575,6995.015,2197.3875,9192.4025,12920.6525,25692.939,19917.538,57765.505300000004,0.13728628627531783,
2025-11-01 09:00:00,2025-11-01,9,9_16,high_spike,406.94,410.48,rt>407,410.48,111.82,66690.0115,62415.7775,6493.81,6285.385,12779.195,18340.115,20535.2317,21133.9251,53910.81649999999,0.1916208246280448,
2025-11-01 10:00:00,2025-11-01,10,9_16,spread_extreme,332.98,461.05,|rt-da|>333,365.548,-95.501,61670.9475,56500.12,5878.06,11538.5325,17416.5925,22480.1925,10268.5368,21756.1723,44254.355,0.2824116249742374,461.049
2025-11-01 18:00:00,2025-11-01,18,17_24,high_spike,478.41,483.45,rt>478,483.447,433.514,73439.4825,74456.5775,5217.6175,-15.305,5202.3125,7624.56,32476.42,23448.9072,68237.17,0.07083808766342573,
2025-11-02 05:00:00,2025-11-02,5,1_8,low_valley,52.51,49.96,rt<53,49.963,229.944,56412.2613,57725.5,17045.625,-13.825,17031.8,16298.9875,8329.0205,18670.082,39380.461299999995,0.30191663309516775,
2025-11-02 05:00:00,2025-11-02,5,1_8,spread_extreme,160.79,179.98,|rt-da|>161,49.963,229.944,56412.2613,57725.5,17045.625,-13.825,17031.8,16298.9875,8329.0205,18670.082,39380.461299999995,0.30191663309516775,179.981
2025-11-02 17:00:00,2025-11-02,17,17_24,high_spike,478.41,555.6,rt>478,555.599,608.851,68340.7375,70092.4025,4780.34,1798.74,6579.08,6730.0775,26311.0583,23051.375,61761.6575,0.09626878842267851,
2025-11-02 18:00:00,2025-11-02,18,17_24,high_spike,478.41,631.79,rt>478,631.7913,620.943,73571.02,74698.5925,4730.28,-16.15,4714.13,4881.2825,32890.4748,23506.6179,68856.89,0.06407590922837879,
2025-11-02 19:00:00,2025-11-02,19,17_24,high_spike,478.41,612.57,rt>478,612.574,621.236,72014.005,73487.8475,4966.5425,-14.845,4951.6975,4690.2375,31106.2036,23537.0146,67062.30750000001,0.06876020156513164,
2025-11-02 20:00:00,2025-11-02,20,17_24,high_spike,478.41,606.33,rt>478,606.3318,621.164,71152.821,72455.22,5069.6925,-14.715,5054.9775,4507.0975,30265.9529,23421.3675,66097.8435,0.07104395058756083,
2025-11-02 21:00:00,2025-11-02,21,17_24,high_spike,478.41,611.14,rt>478,611.145,620.72,70685.879,71764.445,5370.2975,-14.8125,5355.485,4323.505,30197.6915,22729.7402,65330.394,0.07576456677071744,
2025-11-02 22:00:00,2025-11-02,22,17_24,high_spike,478.41,607.03,rt>478,607.0308,620.315,69287.174,70576.355,5811.3775,-14.7625,5796.615,4127.3025,29952.5642,21119.8114,63490.559,0.08366072195646762,
2025-11-02 23:00:00,2025-11-02,23,17_24,high_spike,478.41,605.49,rt>478,605.4865,620.0,64533.4217,65968.6675,5981.83,-10.7925,5971.0375,3933.065,27096.5626,19076.0089,58562.3842,0.09252628082906593,
2025-11-03 00:00:00,2025-11-02,24,17_24,high_spike,478.41,594.96,rt>478,594.955,618.623,61087.77,62920.9925,6111.0,-10.5875,6100.4125,3844.0725,25615.8695,16986.963,54987.3575,0.09986307404905057,
2025-11-03 01:00:00,2025-11-03,1,1_8,high_spike,440.91,446.71,rt>441,446.715,454.232,58958.2193,59579.115,6065.305,-13.965,6051.34,4188.3425,23316.7751,17207.9166,52906.8793,0.10263776740240903,
2025-11-03 04:00:00,2025-11-03,4,1_8,high_spike,440.91,444.06,rt>441,444.058,450.293,56248.5405,56463.225,5424.775,-14.035,5410.74,4150.93,20778.1741,17631.9085,50837.800500000005,0.09619342921507563,
2025-11-03 05:00:00,2025-11-03,5,1_8,high_spike,440.91,443.77,rt>441,443.775,448.716,57023.993,57209.6375,5261.6725,-14.0775,5247.595,4299.4375,21683.0604,17674.6101,51776.398,0.09202433437237123,
2025-11-03 06:00:00,2025-11-03,6,1_8,high_spike,440.91,443.5,rt>441,443.495,446.039,60185.2945,60185.92,5462.475,-14.0675,5448.4075,4598.955,24006.8795,18303.5334,54736.887,0.09052722171351554,
2025-11-03 07:00:00,2025-11-03,7,1_8,high_spike,440.91,473.18,rt>441,473.181,468.174,66677.7363,66096.95,5765.785,391.12,6156.905,5445.1775,28323.3653,19717.4199,60520.831300000005,0.09233824272880446,
2025-11-03 08:00:00,2025-11-03,8,1_8,high_spike,440.91,440.96,rt>441,440.964,439.577,65854.8145,66166.375,6069.235,5653.455,11722.69,9469.145,21661.8237,20045.0284,54132.12449999999,0.1780080938231163,
2025-11-03 10:00:00,2025-11-03,10,9_16,low_valley,-80.0,-85.83,rt<-80,-85.833,-72.059,55080.6783,57108.185,3451.51,14066.0025,17517.5125,19608.3375,3168.4316,22035.8569,37563.1658,0.3180337105038821,
2025-11-03 13:00:00,2025-11-03,13,9_16,low_valley,-80.0,-81.41,rt<-80,-81.41,-70.645,48172.9142,49035.13,2354.71,10494.3725,12849.0825,22428.48,2299.1505,20746.7873,35323.831699999995,0.26672836200000366,
2025-11-03 16:00:00,2025-11-03,16,9_16,high_spike,406.94,427.53,rt>407,427.526,403.997,65077.495,64206.6825,4933.27,6913.765,11847.035,12164.8775,19373.7352,21537.4121,53230.46000000001,0.18204503720033396,
2025-11-04 07:00:00,2025-11-04,7,1_8,high_spike,440.91,474.83,rt>441,474.83,464.3,67206.65,66597.9875,9022.915,244.89,9267.805,9509.1,26204.3227,19235.5477,57938.844999999994,0.13790011849453884,
2025-11-04 08:00:00,2025-11-04,8,1_8,high_spike,440.91,457.87,rt>441,457.866,440.104,67775.22,67188.2125,8309.7225,3590.96,11900.6825,12136.6625,23560.5961,19822.3468,55874.5375,0.17559046651923957,
2025-11-04 16:00:00,2025-11-04,16,9_16,high_spike,406.94,478.15,rt>407,478.146,422.765,66696.1235,64259.3,1850.155,5684.865,7535.02,8864.1025,25080.3472,21494.3542,59161.1035,0.11297538152828697,
2025-11-04 17:00:00,2025-11-04,17,17_24,high_spike,478.41,508.27,rt>478,508.27,473.655,71881.865,70377.6275,2481.5125,1023.445,3504.9575,4760.05,32901.5998,22830.3961,68376.9075,0.04875996886714611,
2025-11-04 18:00:00,2025-11-04,18,17_24,high_spike,478.41,494.49,rt>478,494.489,471.855,74654.2175,74636.7475,3861.3275,-17.8125,3843.515,4465.8625,34645.893,23605.7272,70810.7025,0.051484231275817166,
2025-11-04 19:00:00,2025-11-04,19,17_24,high_spike,478.41,493.54,rt>478,493.538,469.54,72756.605,72783.5075,5866.6475,-14.6325,5852.015,5814.0675,30828.8497,23504.5196,66904.59,0.0804327661962192,
2025-11-04 20:00:00,2025-11-04,20,17_24,high_spike,478.41,485.1,rt>478,485.096,463.722,71467.8788,71295.02,8076.93,-14.335,8062.595,7152.665,27264.7836,23548.9116,63405.283800000005,0.11281424794255761,
2025-11-05 07:00:00,2025-11-05,7,1_8,high_spike,440.91,463.82,rt>441,463.819,458.672,67440.8475,67030.69,5342.69,220.5075,5563.1975,5452.8975,29664.8989,19585.6002,61877.65,0.08249002949103063,
2025-11-05 08:00:00,2025-11-05,8,1_8,high_spike,440.91,448.03,rt>441,448.034,428.033,67572.0805,67166.215,5348.485,3916.46,9264.945,8518.8225,25537.9506,20160.9208,58307.1355,0.1371120280753954,
2025-11-05 11:00:00,2025-11-05,11,9_16,low_valley,-80.0,-82.86,rt<-80,-82.86,-74.276,54016.9983,54711.1175,2249.5675,13189.2075,15438.775,19745.3375,4163.8713,21869.9642,38578.2233,0.2858132714335196,
2025-11-05 12:00:00,2025-11-05,12,9_16,low_valley,-80.0,-85.52,rt<-80,-85.516,-72.523,50886.7718,51625.8025,1972.155,13674.2475,15646.4025,20320.27,1692.3522,21073.3149,35240.369300000006,0.3074748494249197,
2025-11-05 13:00:00,2025-11-05,13,9_16,low_valley,-80.0,-84.95,rt<-80,-84.95,-78.059,48211.711,48851.4525,1186.835,13164.665,14351.5,19391.605,2128.4831,19260.0339,33860.211,0.29767663705242137,
2025-11-05 16:00:00,2025-11-05,16,9_16,high_spike,406.94,410.99,rt>407,410.986,410.263,65511.4708,64372.3175,880.6125,6457.86,7338.4725,7738.6575,23996.0573,21607.5688,58172.99830000001,0.11201813070696343,
2025-11-05 17:00:00,2025-11-05,17,17_24,high_spike,478.41,481.49,rt>478,481.485,451.717,71973.3848,70321.4325,1175.01,1045.305,2220.315,3407.24,34231.0056,22931.6952,69753.0698,0.03084911187463715,
2025-11-06 08:00:00,2025-11-06,8,1_8,spread_extreme,160.79,164.31,|rt-da|>161,359.917,524.225,69299.06,70207.895,2723.6775,2580.4775,5304.155,4333.38,31164.0528,20231.3167,63994.905,0.07654007138386291,164.30800000000005
2025-11-06 18:00:00,2025-11-06,18,17_24,spread_extreme,126.33,174.79,|rt-da|>126,361.785,536.577,75305.83,74926.0525,5813.26,-7.635,5805.625,5370.3825,32534.608,24148.6208,69500.205,0.07709396469342493,174.79199999999997
2025-11-08 08:00:00,2025-11-08,8,1_8,spread_extreme,160.79,164.11,|rt-da|>161,369.006,533.12,71219.74,70765.0325,2747.515,953.03,3700.545,3214.97,34554.143,20373.1613,67519.195,0.051959540985131426,164.11400000000003
2025-11-08 11:00:00,2025-11-08,11,9_16,high_spike,406.94,720.04,rt>407,720.04,548.99,79204.49,73117.24,1565.95,3742.57,5308.52,8572.915,38853.6752,22409.7694,73895.97,0.0670229680076189,
2025-11-08 12:00:00,2025-11-08,12,9_16,high_spike,406.94,1408.15,rt>407,1408.152,413.197,78228.8263,71098.275,1041.2425,4602.8475,5644.09,9330.44,37576.1832,22333.9131,72584.7363,0.07214846836170051,
2025-11-08 12:00:00,2025-11-08,12,9_16,spread_extreme,332.98,994.96,|rt-da|>333,1408.152,413.197,78228.8263,71098.275,1041.2425,4602.8475,5644.09,9330.44,37576.1832,22333.9131,72584.7363,0.07214846836170051,994.955
2025-11-08 13:00:00,2025-11-08,13,9_16,high_spike,406.94,669.16,rt>407,669.162,358.751,74195.8625,67057.1775,1048.1975,5299.4075,6347.605,9000.7775,32599.5118,22610.4422,67848.2575,0.08555200768970748,
2025-11-08 17:00:00,2025-11-08,17,17_24,spread_extreme,126.33,226.54,|rt-da|>126,373.06,599.6,73933.176,73301.4925,794.295,664.7725,1459.0675,2076.5925,36294.4388,23482.8253,72474.1085,0.019734949568548908,226.54000000000002
2025-11-08 18:00:00,2025-11-08,18,17_24,spread_extreme,126.33,206.79,|rt-da|>126,392.814,599.6,76350.235,75582.275,771.945,-10.255,761.69,1477.1725,38715.1416,24185.821,75588.545,0.009976262678172993,206.786
2025-11-08 19:00:00,2025-11-08,19,17_24,spread_extreme,126.33,146.72,|rt-da|>126,375.205,521.922,73297.5573,73823.8375,982.7525,-7.185,975.5675,1600.295,35586.755,24072.054,72321.9898,0.013309686377050699,146.71700000000004
2025-11-08 22:00:00,2025-11-08,22,17_24,spread_extreme,126.33,235.48,|rt-da|>126,364.117,599.6,70461.3713,71369.8475,2879.59,-6.9925,2872.5975,3021.96,33250.9293,21726.0069,67588.7738,0.04076840184335606,235.483
2025-11-09 07:00:00,2025-11-09,7,1_8,high_spike,440.91,441.52,rt>441,441.525,402.495,63846.3138,63835.35,4625.3925,66.08,4691.4725,6724.695,26723.104,19653.0052,59154.8413,0.07348071047549173,
2025-11-09 08:00:00,2025-11-09,8,1_8,high_spike,440.91,455.09,rt>441,455.092,394.922,68024.216,65285.205,5020.7975,1565.8,6586.5975,9601.5225,28356.5464,20330.2487,61437.6185,0.09682724603590767,
2025-11-09 09:00:00,2025-11-09,9,9_16,high_spike,406.94,429.19,rt>407,429.186,256.329,68065.4085,62023.2025,5201.8625,5307.3375,10509.2,14719.355,23670.4083,21186.4546,57556.20850000001,0.154398544430333,
2025-11-09 10:00:00,2025-11-09,10,9_16,spread_extreme,332.98,406.32,|rt-da|>333,348.37,-57.952,62953.623,57139.67,5025.7325,10015.635,15041.3675,19000.58,13249.2006,21915.5619,47912.2555,0.23892774999797425,406.322
2025-11-09 12:00:00,2025-11-09,12,9_16,low_valley,-80.0,-81.34,rt<-80,-81.343,-99.918,53798.8663,52645.73,4813.89,15174.135,19988.025,22955.8375,33.1986,21018.635,33810.8413,0.3715324572979835,
2025-11-09 14:00:00,2025-11-09,14,9_16,low_valley,-80.0,-85.87,rt<-80,-85.872,-90.372,53451.4345,54245.64,3753.4625,11256.5175,15009.98,20746.835,5338.2428,20175.03,38441.45450000001,0.28081528845015086,
2025-11-10 10:00:00,2025-11-10,10,9_16,low_valley,-80.0,-83.74,rt<-80,-83.7398,172.16,56115.877,62663.59,1313.3575,12193.58,13506.9375,15570.0625,7364.786,22358.307,42608.9395,0.24069725396242184,
2025-11-10 11:00:00,2025-11-10,11,9_16,low_valley,-80.0,-87.92,rt<-80,-87.918,136.663,54174.37,62015.73,952.8175,12128.025,13080.8425,17713.4575,6176.7169,22129.2935,41093.527500000004,0.24145813781656192,
2025-11-10 12:00:00,2025-11-10,12,9_16,low_valley,-80.0,-90.13,rt<-80,-90.1308,131.162,51262.9675,59464.0825,1013.6875,12193.0675,13206.755,18051.8325,3775.5354,21525.3964,38056.2125,0.25762759437255994,
2025-11-10 13:00:00,2025-11-10,13,9_16,low_valley,-80.0,-90.14,rt<-80,-90.1375,122.622,49540.797,56708.935,1351.4475,11446.795,12798.2425,17099.46,3377.9268,20574.4191,36742.5545,0.25833743646507396,
2025-11-11 07:00:00,2025-11-11,7,1_8,high_spike,440.91,450.39,rt>441,450.392,436.598,67372.796,66959.9475,2599.1825,107.22,2706.4025,2648.8725,31484.7776,19832.2274,64666.393500000006,0.04017055340256762,
2025-11-11 08:00:00,2025-11-11,8,1_8,high_spike,440.91,465.13,rt>441,465.127,408.565,70565.0275,68783.9625,2415.6325,2366.56,4782.1925,5019.7175,32119.6154,20373.8402,65782.83499999999,0.06777000829939873,
2025-11-11 10:00:00,2025-11-11,10,9_16,spread_extreme,332.98,340.45,|rt-da|>333,275.295,-65.159,62403.8733,61426.0725,1055.34,13212.4075,14267.7475,14446.285,12985.3926,22074.8082,48136.1258,0.22863560774702174,340.454
2025-11-11 16:00:00,2025-11-11,16,9_16,high_spike,406.94,423.4,rt>407,423.401,371.366,67943.829,67267.3825,311.92,5410.17,5722.09,6216.83,27378.1409,21625.2802,62221.739,0.08421795008282239,
2025-11-11 17:00:00,2025-11-11,17,17_24,high_spike,478.41,491.17,rt>478,491.165,441.881,73180.256,72774.9525,595.1,764.64,1359.74,1810.855,35264.1345,23294.031,71820.51599999999,0.01858069476846587,
2025-11-12 13:00:00,2025-11-12,13,9_16,low_valley,-80.0,-83.24,rt<-80,-83.243,-71.436,52279.952,53502.38,4996.395,11337.6275,16334.0225,20518.335,1917.9644,20704.7283,35945.9295,0.31243376996359257,
2025-11-13 10:00:00,2025-11-13,10,9_16,low_valley,-80.0,-85.89,rt<-80,-85.892,-89.897,59697.3885,59596.895,4234.5125,15201.8925,19436.405,19048.75,4348.6709,22244.6715,40260.9835,0.3255821650681449,
2025-11-13 13:00:00,2025-11-13,13,9_16,low_valley,-80.0,-91.79,rt<-80,-91.788,-94.899,50665.1143,50487.6225,657.725,14853.9625,15511.6875,19994.1975,1536.7733,20088.0273,35153.4268,0.30616110732702695,
2025-11-13 16:00:00,2025-11-13,16,9_16,high_spike,406.94,429.52,rt>407,429.522,429.187,66701.314,66514.4675,1046.3325,7006.915,8053.2475,7663.7825,23334.3751,21584.5586,58648.0665,0.12073596479362671,
2025-11-13 17:00:00,2025-11-13,17,17_24,high_spike,478.41,487.77,rt>478,487.77,472.285,73269.0675,72612.04,817.3475,942.79,1760.1375,2834.18,34738.914,23039.6125,71508.93000000001,0.02402292754387478,
2025-11-13 18:00:00,2025-11-13,18,17_24,high_spike,478.41,491.36,rt>478,491.357,465.821,75797.5465,76098.5975,874.8225,16.3375,891.16,1775.06,37089.0948,24042.4043,74906.3865,0.011757108785604676,
2025-11-13 19:00:00,2025-11-13,19,17_24,high_spike,478.41,483.21,rt>478,483.21,465.73,73149.4928,73378.1325,903.17,20.7125,923.8825,1560.4525,34442.9447,23970.6083,72225.6103,0.012630060230215285,
2025-11-13 20:00:00,2025-11-13,20,17_24,high_spike,478.41,478.66,rt>478,478.656,465.73,71675.5913,71745.035,647.88,20.9325,668.8125,1307.8675,33259.5846,23912.5909,71006.7788,0.00933110544016801,
2025-11-13 21:00:00,2025-11-13,21,17_24,high_spike,478.41,479.75,rt>478,479.747,465.572,70930.54,71152.4475,445.915,21.0175,466.9325,1114.945,33550.688,23103.3184,70463.6075,0.006582954252627577,
2025-11-13 23:00:00,2025-11-13,23,17_24,high_spike,478.41,478.49,rt>478,478.491,465.73,66006.1525,66191.1725,832.3475,21.3375,853.685,1041.7575,31717.2361,19576.2564,65152.4675,0.012933415561082216,
2025-11-14 01:00:00,2025-11-14,1,1_8,high_spike,440.91,442.83,rt>441,442.834,433.752,60819.3585,60701.6425,1629.3775,21.6725,1651.05,1250.5875,27932.7315,17329.1081,59168.3085,0.02714678418925665,
2025-11-14 07:00:00,2025-11-14,7,1_8,high_spike,440.91,458.43,rt>441,458.431,443.8,68069.015,67348.2275,2626.63,149.255,2775.885,2969.29,31679.837,19857.9839,65293.13,0.04078044907205129,
2025-11-14 08:00:00,2025-11-14,8,1_8,high_spike,440.91,455.31,rt>441,455.311,426.649,69957.4325,69673.745,3232.645,3307.25,6539.895,6204.255,29537.1444,20180.6311,63417.53749999999,0.09348391965450077,
2025-11-14 10:00:00,2025-11-14,10,9_16,low_valley,-80.0,-87.19,rt<-80,-87.19,-52.137,59602.4333,59734.4775,2816.6225,14846.8825,17663.505,16961.91,6389.8728,22148.3431,41938.9283,0.2963554341503109,
2025-11-14 11:00:00,2025-11-14,11,9_16,low_valley,-80.0,-84.82,rt<-80,-84.818,-74.004,57704.844,57259.5625,1790.68,17398.0325,19188.7125,19498.3475,3235.4031,22001.9821,38516.131499999996,0.3325320920488873,
2025-11-14 16:00:00,2025-11-14,16,9_16,high_spike,406.94,457.46,rt>407,457.459,433.244,70135.871,67658.2025,2469.0875,4693.8125,7162.9,7573.4675,27277.8458,22039.3474,62972.971,0.10212890917086793,
2025-11-15 11:00:00,2025-11-15,11,9_16,spread_extreme,332.98,381.01,|rt-da|>333,328.499,-52.511,67505.9175,60550.4325,7670.56,11063.6975,18734.2575,19488.4275,13135.1514,22022.2525,48771.659999999996,0.2775202262412743,381.01000000000005
2025-11-15 12:00:00,2025-11-15,12,9_16,spread_extreme,332.98,424.97,|rt-da|>333,373.463,-51.502,65825.1053,57142.3,6896.8675,12046.2225,18943.09,20268.9575,11934.1078,21448.2982,46882.0153,0.28777910663094997,424.96500000000003
2025-11-15 13:00:00,2025-11-15,13,9_16,spread_extreme,332.98,425.93,|rt-da|>333,366.955,-58.976,63343.1365,54303.845,6373.7875,12025.285,18399.0725,19579.6575,11000.5603,20456.6609,44944.064,0.2904667105819007,425.931
2025-11-15 14:00:00,2025-11-15,14,9_16,spread_extreme,332.98,365.87,|rt-da|>333,351.416,-14.457,65844.6338,58660.0525,5636.1475,10997.3575,16633.505,17369.2975,15132.9718,20554.1025,49211.12879999999,0.2526174729439201,365.873
2025-11-15 16:00:00,2025-11-15,16,9_16,high_spike,406.94,422.65,rt>407,422.654,413.99,70233.0813,67316.615,4946.2625,3592.86,8539.1225,8351.0075,26223.6027,21709.632,61693.95880000001,0.12158262660169193,
2025-11-15 22:00:00,2025-11-15,22,17_24,low_valley,215.95,212.36,rt<216,212.357,391.88,69077.21,69148.475,13545.2525,-6.475,13538.7775,7284.2525,19767.3628,21813.4563,55538.43250000001,0.19599485124022886,
2025-11-15 22:00:00,2025-11-15,22,17_24,spread_extreme,126.33,179.52,|rt-da|>126,212.357,391.88,69077.21,69148.475,13545.2525,-6.475,13538.7775,7284.2525,19767.3628,21813.4563,55538.43250000001,0.19599485124022886,179.523
2025-11-15 23:00:00,2025-11-15,23,17_24,spread_extreme,126.33,157.45,|rt-da|>126,227.784,385.235,65231.181,64974.3725,13946.57,-6.1925,13940.3775,7964.8275,17936.9115,19577.736,51290.803499999995,0.21370726827501296,157.45100000000002
2025-11-16 00:00:00,2025-11-15,24,17_24,spread_extreme,126.33,148.09,|rt-da|>126,220.425,368.511,61990.6048,61697.535,13973.5975,-5.8575,13967.74,8384.1875,16954.8421,17245.5358,48022.8648,0.22532027301251295,148.086
2025-11-16 02:00:00,2025-11-16,2,1_8,spread_extreme,160.79,195.77,|rt-da|>161,133.206,328.976,58465.8858,59274.655,14213.685,-5.9775,14207.7075,12644.445,13292.7713,17227.0054,44258.1783,0.24300850492835457,195.77
2025-11-16 04:00:00,2025-11-16,4,1_8,spread_extreme,160.79,171.12,|rt-da|>161,142.408,313.529,56608.945,57288.4375,12356.52,-6.055,12350.465,11328.3325,13349.5213,17094.6814,44258.479999999996,0.21817161577235336,171.121
2025-11-16 11:00:00,2025-11-16,11,9_16,low_valley,-80.0,-85.73,rt<-80,-85.734,-18.169,58214.8877,57993.1475,8215.6975,9431.0225,17646.72,31271.21,5995.3641,21248.074,40568.1677,0.3031307058068703,
2025-11-16 12:00:00,2025-11-16,12,9_16,low_valley,-80.0,-80.32,rt<-80,-80.322,9.792,56347.0888,55573.6625,7069.535,8143.9875,15213.5225,33250.62,7146.3749,20761.2112,41133.5663,0.2699966017995952,
2025-11-16 17:00:00,2025-11-16,17,17_24,low_valley,215.95,-7.07,rt<216,-7.073,297.064,71524.6963,73017.385,19744.5825,590.4525,20335.035,20202.4875,14408.7373,23056.979,51189.66129999999,0.2843078831382178,
2025-11-16 17:00:00,2025-11-16,17,17_24,spread_extreme,126.33,304.14,|rt-da|>126,-7.073,297.064,71524.6963,73017.385,19744.5825,590.4525,20335.035,20202.4875,14408.7373,23056.979,51189.66129999999,0.2843078831382178,304.137
2025-11-16 19:00:00,2025-11-16,19,17_24,low_valley,215.95,-80.0,rt<216,-80.0,136.497,72186.92,73673.415,20634.245,-7.13,20627.115,19705.385,13860.3415,23929.6534,51559.80499999999,0.2857458802390037,
2025-11-16 19:00:00,2025-11-16,19,17_24,spread_extreme,126.33,216.5,|rt-da|>126,-80.0,136.497,72186.92,73673.415,20634.245,-7.13,20627.115,19705.385,13860.3415,23929.6534,51559.80499999999,0.2857458802390037,216.497
2025-11-16 20:00:00,2025-11-16,20,17_24,low_valley,215.95,-80.0,rt<216,-80.0,-67.271,71177.0038,72322.175,21029.285,-6.885,21022.4,19774.03,12675.6519,23799.4233,50154.603800000004,0.2953538204012805,
2025-11-16 21:00:00,2025-11-16,21,17_24,low_valley,215.95,-80.0,rt<216,-80.0,-60.024,70184.84,71407.8525,21108.095,-6.6625,21101.4325,19728.6575,12339.477,23063.5652,49083.4075,0.30065513431381263,
